"scientificName","minBodyLengthMM","maxBodyLengthMM","meanBodyLengthMM","wingType","identificationReferences","sizeRef","wingRef","diapause","taxonRank","kingdom","phylum","class","order","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet"
"Oodes brevis",,,,,"Bousquet 1996",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Oodini",,"Oodes","","brevis",""
"Oxypselaphus pusillus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Oxypselaphus","","pusillus",""
"Panagaeus fasciatus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Panagaeini",,"Panagaeus","Hologaeus","fasciatus",""
"Paraclivina bipustulata",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Clivinini",,"Paraclivina","","bipustulata",""
"Paraclivina striatopunctata",,,,,"Putzeys 1867",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Clivinini",,"Paraclivina","","striatopunctata",""
"Paraclivina sulcipennis",,,,,"Putzeys 1867",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Clivinini",,"Paraclivina","","sulcipennis",""
"Pasimachus californicus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","californicus",""
"Pasimachus depressus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","depressus",""
"Pasimachus elongatus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","elongatus",""
"Pasimachus marginatus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","marginatus",""
"Pasimachus obsoletus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","obsoletus",""
"Pasimachus punctulatus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","punctulatus",""
"Pasimachus strenuus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","strenuus",""
"Pasimachus sublaevis",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","sublaevis",""
"Pasimachus subsulcatus",,,,,"Banninger 1950",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Pasimachini",,"Pasimachus","Pasimachus","subsulcatus",""
"Patrobus lecontei",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobinae","Patrobini",,"Patrobus","","lecontei",""
"Patrobus longicornis",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Patrobinae","Patrobini",,"Patrobus","","longicornis",""
"Pentagonica picticornis",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pentagonicini",,"Pentagonica","","picticornis",""
"Piosoma setosum",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Piosoma","","setosum",""
"Platynus decentis",,,,,"Liebherr and Will 1996",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Platynus","Platynus","decentis",""
"Platynus indecentis",,,,,"Liebherr and Will 1996",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Platynus","Platynus","indecentis",""
"Platynus mannerheimii",,,,,"Liebherr and Will 1996",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Platynus","Batenus","mannerheimii",""
"Platynus ovipennis",,,,,"Liebherr and Will 1996",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Platynus","Platynus","ovipennis",""
"Poecilus chalcites",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Poecilus","Poecilus","chalcites",""
"Poecilus lucublandus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Poecilus","Poecilus","lucublandus",""
"Poecilus scitulus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Poecilus","Poecilus","scitulus",""
"Polyderis laeva",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Trechinae","Bembidiini",,"Polyderis","","laeva",""
"Promecognathus crassus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Promecognathini",,"Promecognathus","","crassus",""
"Pseudomorpha castanea",,,,,"Notman 1925",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pseudomorphini",,"Pseudomorpha","Pseudomorpha","castanea",""
"Pterostichus acutipes",,,,,"Barr 1971c",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Cylindrocharis","acutipes",""
"Pterostichus acutipes acutipes",,,,,"Barr 1971c",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Cylindrocharis","acutipes","acutipes"
"Pterostichus adoxus",,,,,"Perrault 1973",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Hypherpes","adoxus",""
"Pterostichus atratus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Abacidus","atratus",""
"Pterostichus brevicornis brevicornis",,,,,"Ball 1966",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Criobius","brevicornis","brevicornis"
"Pterostichus bryanti tiliaceoradix",,,,,"Ball 1966",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Criobius","bryanti","tiliaceoradix"
"Pterostichus commutabilis",,,,,"Bousquet and Webster 2004",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Argutor","commutabilis",""
"Pterostichus femoralis",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Phonias","femoralis",""
"Pterostichus herculaneus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Hypherpes","herculaneus",""
"Pterostichus luctuosus",,,,,"Bousquet and Pilon 1984",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Pseudomaseus","luctuosus",""
"Pterostichus melanarius melanarius",,,,,"Lindroth 1969",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Morphnosoma","melanarius","melanarius"
"Pterostichus ophryoderus",,,,,"Bousquet 1992",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Gastrosticta","ophryoderus",""
"Pterostichus ordinarius",,,,,"Casey 1913",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Hypherpes","ordinarius",""
"Pterostichus panticulatus",,,,,"Casey 1913",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Hypherpes","panticulatus",""
"Pterostichus permundus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Abacidus","permundus",""
"Pterostichus pumilus pumilus",,,,,"Will 2016",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Leptoferonia","pumilus","pumilus"
"Pterostichus restrictus",,,,,"Casey 1918",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Hypherpes","restrictus",""
"Pterostichus sayanus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Gastrosticta","sayanus",""
"Pterostichus sculptus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Abacidus","sculptus",""
"Pterostichus tareumiut",,,,,"Ball 1966",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Criobius","tareumiut",""
"Pterostichus tenuis",,,,,"Bousquet and Pilon 1984",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Pseudomaseus","tenuis",""
"Pterostichus trinarius",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Bothriopterus","trinarius",""
"Pterostichus tristis",,,,,"Perrault 1973",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Hypherpes","tristis",""
"Pterostichus ventralis",,,,,"Bousquet 1992",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Gastrosticta","ventralis",""
"Pterostichus ventricosus ventricosus",,,,,"Ball 1966",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Pterostichini",,"Pterostichus","Criobius","ventricosus","ventricosus"
"Rhadine larvalis",,,,,"other",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Rhadine","","larvalis",""
"Rhadine lindrothi",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini",,"Rhadine","","lindrothi",""
"Scaphinotus andrewsii",,,,,,,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Steniridia","andrewsii",""
"Scaphinotus andrewsii darlingtoni",,,,,"Valentine 1935",,,,"subspecies","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Steniridia","andrewsii","darlingtoni"
"Scaphinotus angulatus",,,,,"Gidaspow 1973",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Neocychrus","angulatus",""
"Scaphinotus angusticollis",,,,,"Gidaspow 1973",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Stenocantharus","angusticollis",""
"Scaphinotus guyotii",,,,,"Valentine 1935",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Steniridia","guyotii",""
"Scaphinotus marginatus",,,,,"Gidaspow 1968",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Brennus","marginatus",""
"Scaphinotus unicolor",,,,,"Van Dyke 1938",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Scaphinotus","unicolor",""
"Scaphinotus viduus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabinae","Cychrini",,"Scaphinotus","Irichroa","viduus",""
"Scarites ocalensis",,,,,"Bousquet and Skelley 2010",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Scaritini",,"Scarites","Scarites","ocalensis",""
"Scarites quadriceps",,,,,"Bousquet and Skelley 2010",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Scaritini",,"Scarites","Scarites","quadriceps",""
"Scarites subterraneus",,,,,"Bousquet and Skelley 2010",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Scaritini",,"Scarites","Scarites","subterraneus",""
"Scarites vicinus",,,,,"Bousquet and Skelley 2010",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Scaritinae","Scaritini",,"Scarites","Scarites","vicinus",""
"Selenophorus aeneopiceus",,,,,"other",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Selenophorus","aeneopiceus",""
"Selenophorus aequinoctialis",,,,,"vouchers",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","","aequinoctialis",""
"Selenophorus concinnus",,,,,"vouchers",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Selenophorus","concinnus",""
"Selenophorus ellipticus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Celiamorphus","ellipticus",""
"Selenophorus fatuus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Selenophorus","fatuus",""
"Selenophorus fossulatus",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Celiamorphus","fossulatus",""
"Selenophorus granarius",,,,,"Lindroth 1969",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Celiamorphus","granarius",""
"Selenophorus maritimus",,,,,"Other",,,,"species","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini",,"Selenophorus","Selenophorus","maritimus",""
